FID,the_geom,UNIQUENUM,IDNUM,NAME,LONGITUDE,LATITUDE,COUNTRY,REGION,REVBIS,DESCRIPTIO,JUSTIFICAT,DATEINSCRI,SECDATE,DANGER,AREAHA,CRITERIA,CATSHORT,CATFIN,TRANSBOUND
worldheritagesites.360,POINT (10.307 50.96677778),1048,897,Wartburg Castle,10.307,50.96677778,Germany,Europe and North America,,"<p>Wartburg Castle blends superbly into its forest surroundings and is in many ways 'the ideal castle'. Although it has retained some original sections from the feudal period, the form it acquired during the 19th-century reconstitution gives a good idea","<p><em>Criterion (iii):</em> The Castle of Wartburg is an outstanding monument of the feudal period in central Europe.</p>
<p><em>Criterion (vi):</em> The Castle of Wartburg is rich in cultural associations, most notably its role as the place of exile of",1999,,,0,(iii)(vi),C,C,0
worldheritagesites.361,POINT (9.061305556 47.69872222),1138,974,Monastic Island of Reichenau,9.061305556,47.69872222,Germany,Europe and North America,,"<p>The island of Reichenau on Lake Constance preserves the traces of the Benedictine monastery, founded in 724, which exercised remarkable spiritual, intellectual and artistic influence. The churches of St Mary and Marcus, St Peter and St Paul, and St Ge","<p><em>Criterion (iii):</em> The remains of the Reichenau foundation bear outstanding witness to the religious and cultural role of a great Benedictine monastery in the early Middle Ages.</p>
<p><em>Criterion (iv):</em> The churches on the island of Reic",2000,,,0,(iii)(iv)(vi),C,C,0
worldheritagesites.362,POINT (7.046111111 51.49138889),1139,975,Zollverein Coal Mine Industrial Complex in Essen,7.046111111,51.49138889,Germany,Europe and North America,,"<p>The Zollverein industrial complex in Land Nordrhein-Westfalen consists of the complete infrastructure of a historical coal-mining site, with some 20th-century buildings of outstanding architectural merit. It constitutes remarkable material evidence of",<p><em>Criterion (ii):</em> The Zollverein XII Coal Mine Industrial Complex is an exceptional industrial monument by virtue of the fact that its buildings are outstanding examples of the application of the design concepts of the Modern Movement in archit,2001,,,0,(ii)(iii),C,C,0
worldheritagesites.363,POINT (7.694166667 50.17361111),1243,1066,Upper Middle Rhine Valley,7.694166667,50.17361111,Germany,Europe and North America,,"<p>The 65km-stretch of the Middle Rhine Valley, with its castles, historic towns and vineyards, graphically illustrates the long history of human involvement with a dramatic and varied natural landscape. It is intimately associated with history and legen","<p><em>Criterion (ii):</em> As one of the most important transport routes in Europe, the Middle Rhine Valley has for two millennia facilitated the exchange of culture between the Mediterranean region and the north.</p>
<p><em>Criterion (iv):</em> The Mid",2002,,,27250,(ii)(iv)(v),C,C,0
worldheritagesites.364,POINT (13.08527778 54.3025),1244,1067,Historic Centres of Stralsund and Wismar,13.08527778,54.3025,Germany,Europe and North America,,"<p>The medieval towns of Wismar and Stralsund, on the Baltic coast of northern Germany, were major trading centres of the Hanseatic League in the 14th and 15th centuries. In the 17th and 18th centuries they became Swedish administrative and defensive cen","<p><em>Criterion (ii):</em> Wismar and Stralsund, leading centres of the Wendish section of the Hanseatic League from the 13th to 15th centuries and major administrative and defence centres in the Swedish kingdom in the 17th and 18th centuries, contribut",2002,,,168,(ii)(iv),C,C,0
worldheritagesites.365,POINT (8.807472222 53.07597222),1265,1087,Town Hall and Roland on the Marketplace of Bremen,8.807472222,53.07597222,Germany,Europe and North America,,"<p>The Town Hall and the statue of Roland on the marketplace of Bremen in north-west Germany are outstanding representations of civic autonomy and sovereignty, as these developed in the Holy Roman Empire in Europe. The old town hall was built in the Goth","<p><em>Criterion (iii):</em> the Bremen Town Hall and Roland bear an exceptional testimony to the civic autonomy and sovereignty, as these developed in the Holy Roman Empire.</p>
<p><em>Criterion (iv):</em> The Bremen Town Hall and Roland are an outstand",2004,,,0.287,(iii)(iv)(vi),C,C,0
worldheritagesites.366,POINT (12.09916667 49.02055556),1335,1155,Old town of Regensburg with Stadtamhof,12.09916667,49.02055556,Germany,Europe and North America,,"<p>Located on the Danube River in Bavaria, this medieval town contains many buildings of exceptional quality that testify to its history as a trading centre and to its influence on the region from the 9th century. A notable number of historic structures",,2006,,,182.8,(ii)(iii)(iv),C,C,0
worldheritagesites.367,POINT (13.45 52.44833333),1416,1239,Berlin Modernism Housing Estates,13.45,52.44833333,Germany,Europe and North America,,"<p>Berlin Modernism Housing Estates. The property consists of six housing estates that testify to innovative housing policies from 1910 to 1933, especially during the Weimar Republic, when the city of Berlin was particularly progressive socially, politic",,2008,,,88.1,(ii)(iv),C,C,0
worldheritagesites.368,POINT (9.811111111 51.98361111),1778,1368,Fagus Factory in Alfeld,9.811111111,51.98361111,Germany,Europe and North America,,"<p>Fagus Factory in Alfeld is a 10-building complex - began around 1910 to the design of Walter Gropius, which is a landmark in the development of modern architecture and industrial design. Serving all stages of manufacture, storage and dispatch of lasts",,2011,,,1.88,(ii)(iv),C,C,0
worldheritagesites.369,POINT (11.57861111 49.94444444),1799,1379,Margravial Opera House Bayreuth,11.57861111,49.94444444,Germany,Europe and North America,,"<p>A masterpiece of Baroque theatre architecture, built between 1745 and 1750, the Opera House is the only entirely preserved example of its type where an audience of 500 can experience Baroque court opera culture and acoustics authentically, as its audi",<p>It is today the most important and best preserved example of court opera house architecture and of the Baroque opera culture. The theatre is a masterwork of Baroque court theatre architecture by Giuseppe Galli Bibiena in terms of its tiered loge form,2012,,,0.19,(i)(iv),C,C,0
worldheritagesites.370,POINT (9.393055556 51.31583333),1875,1413,Bergpark Wilhelmsh?he,9.393055556,51.31583333,Germany,Europe and North America,,"<p>Descending a long hill dominated by a giant statue of Hercules, the monumental water displays of Wilhelmsh&ouml;he&nbsp;were begun by Landgrave Carl of Hesse-Kassel in 1689 around an east-west axis and were developed further into the 19th century. Res",,2013,,,558.7,(iii)(iv),C,C,0
worldheritagesites.371,POINT (9.41025 51.77827778),1990,1447,Carolingian Westwork and Civitas Corvey,9.41025,51.77827778,Germany,Europe and North America,,<p>The site is located along the Weser River on the outskirts of H?xter where the?Carolingian Westwork and Civitas Corvey were erected between AD?822 and 885 in a largely preserved rural setting. The Westwork is the only standing structure that dates bac,,2014,,,12,(ii)(iii)(iv),C,C,0
worldheritagesites.372,POINT (9.999444444 53.54555556),2028,1467,Speicherstadt and Kontorhaus District with Chilehaus,9.999444444,53.54555556,Germany,Europe and North America,,"<p><span>Speicherstadt and the adjacent Kontorhaus district are two densely built urban areas in the centre of the port city of Hamburg. Speicherstadt, originally developed on a group of narrow islands in the Elbe River between 1885 and 1927, was partly",,2015,,,26.08,(iv),C,C,0
worldheritagesites.373,POINT (14.72644444 51.57930556),1307,1127,Muskauer Park / Park Mu?akowski,14.72644444,51.57930556,"Germany,Poland",Europe and North America,,"<p>A landscaped park of 559.9 ha astride the Neisse River and the border between Poland and Germany, it was created by Prince Hermann von Puckler-Muskau from 1815 to 1844. Blending seamlessly with the surrounding farmed landscape, the park pioneered new","<p><em>Criterion (i):</em> Muskauer Park is an exceptional example of a European landscape park that broke new ground in terms of development towards an ideal made-made landscape.</p>
<p><em>Criterion (iv):</em> Muskauer Park was the forerunner for new a",2004,,,348,(i)(iv),C,C,1
worldheritagesites.374,POINT (22.53611111 49.08611111),1777,1133,Primeval Beech Forests of the Carpathians and the Ancient Beech Forests of  Germany,22.53611111,49.08611111,"Germany,Slovakia,Ukraine",Europe and North America,bis,"<p>The Ancient Beech Forests of Germany, represent examples of on-going post-glacial biological and ecological evolution of terrestrial ecosystems and are indispensable to understanding the spread of the beech <em>(Fagus sylvatica)</em>&nbsp;in the North",,2007,2011,,33670.2,(ix),N,N,1
worldheritagesites.375,POINT (-2.601 54.99261111),1539,430,Frontiers of the Roman Empire,-2.601,54.99261111,"Germany,United Kingdom of Great Britain and Northern Ireland",Europe and North America,Ter,"<p>The &lsquo;Roman Limes&rsquo; represents the border line of the Roman Empire at its greatest extent in the 2nd century AD. It stretched over 5,000 km from the Atlantic coast of northern Britain, through Europe to the Black Sea, and from there to the R",,1987,"20,052,008",,526.9,(ii)(iii)(iv),C,C,1
worldheritagesites.376,POINT (-1.625833333 6.401111111),39,35,Asante Traditional Buildings,-1.625833333,6.401111111,Ghana,Africa,,"<p>To the north-east of Kumasi, these are the last material remains of the great Asante civilization, which reached its high point in the 18th century. Since the dwellings are made of earth, wood and straw, they are vulnerable to the onslaught of time an",,1980,,,0,(v),C,C,0
worldheritagesites.377,POINT (-0.49361 5.39103),38,34,"Forts and Castles, Volta, Greater Accra, Central and Western Regions",-0.49361,5.39103,Ghana,Africa,,"<p>The remains of fortified trading-posts, erected between 1482 and 1786, can still be seen along the coast of Ghana between Keta and Beyin. They were links in the trade routes established by the Portuguese in many areas of the world during their era of",,1979,,,0,(vi),C,C,0
worldheritagesites.378,POINT (21.89694 37.43498),452,392,Temple of Apollo Epicurius at Bassae,21.89694,37.43498,Greece,Europe and North America,,"<p>This famous temple to the god of healing and the sun was built towards the middle of the 5th century B.C. in the lonely heights of the Arcadian mountains. The temple, which has the oldest Corinthian capital yet found, combines the Archaic style and th",,1986,,,20.46,(i)(ii)(iii),C,C,0
worldheritagesites.379,POINT (22.49617 38.48149),453,393,Archaeological Site of Delphi,22.49617,38.48149,Greece,Europe and North America,,"<p>The pan-Hellenic sanctuary of Delphi, where the oracle of Apollo spoke, was the site of the omphalos, the 'navel of the world'. Blending harmoniously with the superb landscape and charged with sacred meaning, Delphi in the 6th century B.C. was indeed",,1987,,,51.04,(i)(ii)(iii)(iv)(vi),C,C,0
worldheritagesites.380,POINT (23.72618 37.97087),467,404,"Acropolis, Athens",23.72618,37.97087,Greece,Europe and North America,,"<p>The Acropolis of Athens and its monuments are universal symbols of the classical spirit and civilization and form the greatest architectural and artistic complex bequeathed by Greek Antiquity to the world. In the second half of the fifth century bc, A",,1987,,,3.04,(i)(ii)(iii)(iv)(vi),C,C,0
worldheritagesites.381,POINT (24.21667 40.26667),526,454,Mount Athos,24.21667,40.26667,Greece,Europe and North America,,"<p>An Orthodox spiritual centre since 1054, Mount Athos has enjoyed an autonomous statute since Byzantine times. The 'Holy Mountain', which is forbidden to women and children, is also a recognized artistic site. The layout of the monasteries (about 20 of",,1988,,,33042.3,(i)(ii)(iv)(v)(vi)(vii),C/N,C/N,0
